Name,Code,Type,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Seychelles,SYC,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,7246651.052,9762352.29,11321408.35,12148072.75,13036424.05,14840075.7,16561706.54,20499884.81,12949843,11887196.24,11591841.19,10543301.99,11398353.47,10542378.74,11090147.46,10325841.56,11065396.05,11699935.95,12239108.86,15927272.73,14727272.73,14366386.52,15176703.39,11124810.2,8651202.434,7157559.787,8712704.951,9924109.749,13766451.32,32597630.82,20616835.38,26718458.5,22258545.47,22823282.54
Syrian Arab Republic,SYR,Country,Military expenditure (current USD),90223463.69,90223463.69,149593495.9,,112041884.8,118062827.2,102356020.9,118586387.4,190052356,194502617.8,199738219.9,176963350.8,260209424.1,388674557,537380924.3,887837837.8,945058881.2,998216560.5,1213503185,1581656051,2253248408,2437707006,2726878981,2733503185,3394904459,3510318471,3678980892,3650191083,3722802548,1483652561,1641781737,2893808463,2976570156,1426095238,1636299776,957899818.9,995089040.9,1046927961,1096039533,1127632857,897044908.7,1022526578,1102912157,1436210734,1388544983,1450324657,1435215692,1599033723,1732416848,2181974581,2346021283,2494887483,,,,,,,
Turks and Caicos Islands,TCA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,39363259.91,40049707.41,37839750.88,48800771.57,34271986.48,77892079.18,56424917.24,34341542.25,,35324074.77,39200036.73,22153979.16,20034138.17,24826410.61,16619008.38,16103004.99,20951796.25,21349034.24,26192330.83,34290403.85,40949759.12,50540901.22,55491517.97,222991451.4,389135909.6,611426848.7,738903737.1,615817007.5,609706993.1,,726459396,392382917.2,220982331.6,309567431.7,219081031.4,232930989.8
East Asia & Pacific (IDA & IBRD countries),TEA,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17817801974,17443884154,18343740488,22105236302,23389677478,23004238859,27349781671,30677054372,31346836050,29077162787,34354789091,37991772473,43204793160,49907795061,68525954401,79663666532,88717903585,66782238969,82941095953,1.03E+11,1.23E+11,1.35E+11,1.60E+11,1.84E+11,2.09E+11,2.29E+11,2.43E+11,2.46E+11,2.58E+11,2.80E+11
Europe & Central Asia (IDA & IBRD countries),TEC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19441618985,25209217730,27288925100,31984021604,35851835562,26221762209,24714602758,26550637058,27134780805,32069695726,37458175838,43656321565,54051042170,65349653311,82085055468,1.00E+11,89743349539,99441323305,1.13E+11,1.25E+11,1.34E+11,1.31E+11,1.08E+11,1.09E+11,1.09E+11,1.10E+11
Togo,TGO,Country,Military expenditure (current USD),,326999.9185,714244.9003,1134619.78,3383300.616,3362428.13,2889961.657,3105678.432,3288025.367,3435130.654,3650466.891,4183674.952,5126414.525,6873376.434,8097048.254,11114584.74,14233103.16,21108759.36,22733718.58,22498848.26,24763347.22,22525953.98,18541962.11,16398734.08,15692619.64,18879809.82,30011030.71,43412292,43089092.42,41861019.16,50748351.79,45904568.12,49113686.85,50147794.73,25396024.89,30852572.78,,,,,,,,28831211.29,31719621.04,33238035.29,,,57009189.27,55130817.09,56832843.04,59018874,62931049.68,72419237.31,83080003.64,69977174.74,82019690.41,88414114.92,104378994.6
Thailand,THA,Country,Military expenditure (current USD),62825161.22,58741404.86,80303734.18,85501269.8,87235576.92,94266826.92,105540865.4,126346153.8,154639423.1,184903846.2,217223557.7,262656250,284086538.5,312408499.1,363887784.6,416034898.2,531909157.3,688722114.1,942007071.2,1199048431,1373227227,1415853972,1507634749,1583036595,1698837534,1629594718,1635667271,1698687546,1809003357,1939693409,2214017705,2598337174,2961769836,3156299863,3611133201,3849025896,3938047248,3264802658,2110239752,2056847122,1881009454,1724799637,1812993336,1891520588,1866937328,1984492828,2441917005,3522634436,4465994062,4799654668,4962419956,5512983861,5491915221,5901296947,5729784358,5724812311,5876294938,6305880241,6829203403
Tajikistan,TJK,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037058.642,23498175.22,14182891.53,5803400.646,13458544.84,19050989.36,22613230.32,15126152.26,10353281.16,12468225.56,25577668.2,34788346.39,45110098.94,,,,52467120.6,47529274.32,53756933.71,71342116.79,76260471.83,,104280654,95763184.88,,,
Turkmenistan,TKM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79583333.33,135612612.6,48549386.5,106190591.1,87510040.16,111923076.9,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Regions Clubbed Economically,Military expenditure (current USD),1041102128,952115934.1,1470078057,1558299418,1478294197,1824898849,1976690416,2118145676,2082974250,2293646403,2857196045,3463134106,4049748251,5404489652,6663039431,6151351164,7997666536,8801988932,10052914880,12832437366,15264830901,16537685105,13494643916,12366658646,11485659135,10765543058,10967958017,13005289827,14628912315,16667103944,18506705838,16136078538,15840980993,19435846807,24367305566,28777630396,29759534033,29528188544,30409740756,25688301446,27532548546,27636535011,23166928086,22176246246,25383562980,33133370305,38931408749,47082909534,56914888114,56524209289,69488607216,74698823536,76491887610,79738441529,74550813073,61565566785,57271266152,65577192073,64183844798
Timor-Leste,TLS,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230000,17105000,23735000,23651000,36481000,26389000,20530000,33388000,31683000,29624000,36959000,26217000,25442000,20610000
Middle East & North Africa (IDA & IBRD countries),TMN,Regions Clubbed Economically,Military expenditure (current USD),,,830366247.1,898756403.6,1209936500,1377119765,1447511441,1619448661,2063859061,2560708874,2940450713,2926376519,2884692070,3692077785,9018175972,11811320228,14029958785,15567772469,16635149106,13468421663,15663928616,19848617714,18408933630,19260333505,19718052260,21042347835,23014665191,26640910390,29902331139,23794707450,23973651073,25485869356,28847511037,9615943062,11480428475,10305380499,11552504467,14266542970,15714397096,16534094810,17969079399,21006532269,13822928320,14895915019,17799251116,20568797356,23297586768,26980442528,33267383030,35336902862,38062236170,43058914279,46439276405,48117797841,45878272261,44183408607,41653978701,42887738360,41480239074
Tonga,TON,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Regions Clubbed Economically,Military expenditure (current USD),907263907.3,975576975.6,1281626032,2029027279,2258473508,2580099330,2226113221,1981720244,2093727386,2260017315,2497384111,3032817145,3012238925,3091792935,3617352058,4220850560,4274319168,4566606232,5179372598,5953181650,7068252653,7840131120,8390959903,9123579937,9400417922,10155420643,12274580839,13926518805,14601413726,13710749622,13945113110,12384138295,12264104419,12425175007,13224872081,14843922761,14898083870,16208417999,16616786868,18392238657,18874870624,18887889072,19361949143,21420874130,26012470554,29359373061,30830893326,35994785233,41198040830,47239315908,55774806952,60752379602,58489489059,59196047345,64435959968,66175430519,72134959697,82077343949,84058551331
Sub-Saharan Africa (IDA & IBRD countries),TSS,Regions Clubbed Economically,Military expenditure (current USD),,,,422263764.8,545722182.1,669309717.9,713517382.4,878292920.6,1119925402,1540387743,1613808372,1728970667,2052076755,2566938497,3481515505,5684992345,5683281396,7054371327,7968045685,8809036420,9508375819,8817673940,8090192009,8226206243,7892706991,7051444555,7141827481,8287085111,9344609676,9272704413,10679109457,9358910888,7432157156,8352668435,6511374769,6199196374,5721158562,6104899536,6063777422,6740075385,6361034224,5757859510,6573025593,7439582729,9320664305,10408940608,12512552729,14179425610,17967409600,17839926570,16597353232,18232142939,18761367116,21753112627,23278199397,20254523519,19128112584,21632842537,18322083773
Trinidad and Tobago,TTO,Country,Military expenditure (current USD),,,,,,,,,5087500,5262500,6200000,8620776.959,9121523.151,8944886.23,8584035.885,10703751.5,12613977.4,15364583.33,18312500,27218750,36927083.33,35166666.67,,,,,,,,,,,,22644876.75,24202817.59,,,,,,,13945440.72,19492116.74,33736557,75889150.48,97752858.93,115560463.1,124750514.8,139098455.7,138523710.2,143063064.8,146080695.2,168762442.5,211176025.9,188885941.7,202106905.5,216276660,202766994.3,169332467.8
Tunisia,TUN,Country,Military expenditure (current USD),15952380.95,18571428.57,14285714.29,15238095.24,17478991.6,12761904.76,13714285.71,15428571.43,17523809.52,16952380.95,22476190.48,24860541.92,31650677.14,38188218.1,46505447.78,75323106.3,83960118.94,121692505,148496651.6,160900650,194096119.6,228835732.4,328600426.3,383489474.3,249474468.8,215938722.3,206793454.6,194409783.5,232920340.8,234062029.6,247855881.5,260431030.7,289677115.2,276167134.9,297068854.7,342902458.4,397469509.2,358166577.8,365849374.7,357013395.4,332389762.7,335647906.8,345424236.7,407385561.1,444651416.7,468464580,497212664,490650558.8,578911487.3,564775933.7,571189045.7,715239597.1,681225950.6,759358881.2,908357287.6,979494041.9,987734705.2,858949581.3,844227367.1
Turkey,TUR,Country,Military expenditure (current USD),468810916.2,301330376.9,330376940.1,350000000,380897803.7,422676991.2,442035398.2,508407079.6,570685840.7,596792035.4,564858542.6,570873159.5,703957597.2,861625441.7,1136704698,2284986255,2534775215,2765773072,2727882976,3001142306,2671976286,2814869761,2754732303,2469375535,2190052307,2365977436,2769409588,2889593497,2663901290,3373741563,5315413395,5670666520,6157947273,7075086940,5293173966,6606245815,7512090796,7791986304,8781048158,9951788874,9993730197,7216051045,9050377182,10277901778,10920773882,12081156314,13363298981,15319161863,17127313222,16352301844,17939370512,17304881561,17958240406,18662574078,17772167745,15880927524,17853980850,17824007487,18967113031
Tuvalu,TUV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Country,Military expenditure (current USD),,,,,,,,14629994.15,16239993.5,20089991.96,29539988.18,42559982.98,53689677.86,77916010.24,120044738.2,138323476,136687529.9,190729876.6,421677764,375458521.9,232291721.3,331019097,366761862.8,332950425.4,293025202.4,345976202.3,260704018.6,161608082.1,124833697.7,105316752.3,87154458.21,108141651.9,96907036.42,58725701.62,58375569.77,85513656.09,101038489.5,118603807.7,134276958.1,128497943.6,135055952.6,150728196.3,140753561.8,125254713.9,127567862.8,139493591.3,147417924.8,166215543.3,194000300.9,219476865.3,282725098.8,307473984.2,359739418.8,443379945.5,507287182.6,517075761.8,544218297.9,611215551.9,675475234.1
Uganda,UGA,Country,Military expenditure (current USD),,,727985.4403,2729945.401,5487890.242,10737785.24,14265714.69,16841663.17,19942601.15,22861542.77,26627467.45,52687946.24,64944701.11,64872640.27,80157512.31,86567896.18,101074621,131916696.9,151699852.8,206806783,398813536.5,108146878.4,87488449.89,93723596.47,75215039.12,104818309,131071428.6,130971749.2,140904123,139821239.7,107006214.2,73561599.98,52331345.97,62636650.43,104127847.9,127002622.5,135393564.5,139615977.7,154712531.5,159704570.3,141303025.9,136157342.5,142191594.1,152379921.8,196015853.7,216667041.1,218533948.5,252119246.4,311856269.3,293527670.7,608685868.6,607135070.9,351838247,300075573.4,325662842,306140404.6,318551679.3,346762883.8,408367566.7
Ukraine,UKR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152233866.5,919044682.1,1046793431,1464905136,2068583952,1405161785,941788284.1,1136716646,1088575173,1176355738,1427984751,1685034159,2405492582,2986475248,4096039604,4811019855,3452467130,3729503859,3684691424,4136888486,4386463155,4033331370,3616896001,3423286811,3647565178,4750219044
Upper middle income,UMC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59187962197,59496545836,59037581006,64283415572,58406593726,66401150324,75366487391,82847479241,88525909768,80844624854,80253499910,88178342019,95694459680,93081477151,1.02E+11,1.19E+11,1.43E+11,1.70E+11,2.09E+11,2.60E+11,2.73E+11,3.06E+11,3.52E+11,3.91E+11,4.26E+11,4.35E+11,4.13E+11,4.11E+11,4.32E+11,4.49E+11
Uruguay,URY,Country,Military expenditure (current USD),,,,,,,,,,,,,51429281.91,112465598.2,187557473.6,156541418.6,133232399.7,160545078.5,185943655.8,279396248.9,477266464.6,709699535.8,599135224.1,274611790.9,221851277.3,203645853.9,242349802.6,223924938.6,259967029.9,297821236.4,328351062,268628014.6,366965197.8,418919639,450443306,523862025.5,575652014.7,575206289.5,573248407.6,574285890.7,555968792.4,523008311.4,344263066.3,269526777.2,279301971.5,347323784.9,392798690.7,416045332.5,567703932.8,577056008.5,755659469.7,824833542.2,924640335.6,1045084368,1034500559,969906845.5,988223629.6,1165710349,1168130814
United States,USA,Country,Military expenditure (current USD),45380000000,47808000000,52381000000,52295000000,51213000000,51827000000,63572000000,75448000000,80732000000,81443000000,79846000000,74862000000,77639000000,78358000000,85906000000,88400000000,91013000000,1.01E+11,1.09E+11,1.22E+11,1.38E+11,1.70E+11,2.14E+11,2.14E+11,2.31E+11,2.58E+11,2.81E+11,2.88E+11,2.93E+11,3.04E+11,3.06E+11,2.80E+11,3.05E+11,2.98E+11,2.88E+11,2.79E+11,2.71E+11,2.76E+11,2.74E+11,2.81E+11,3.02E+11,3.13E+11,3.57E+11,4.15E+11,4.65E+11,5.03E+11,5.28E+11,5.57E+11,6.21E+11,6.69E+11,6.98E+11,7.11E+11,6.85E+11,6.40E+11,6.10E+11,5.96E+11,6.00E+11,6.06E+11,6.49E+11
Uzbekistan,UZB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86929824.56,112678421.5,172211545.7,217747190.7,,250071736,115375384.6,59760610.47,45914432.99,54133695.46,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,Country,Military expenditure (current USD),234357740.4,114632682.9,203900682.8,245397307.8,200459770.1,227272727.3,238636363.6,270454545.5,272727272.7,263636363.6,272727272.7,352272727.3,404651162.8,420930232.6,602325581.4,711627907,593023255.8,748837209.3,827906976.7,925581395.3,1002325581,1009302326,1523255814,2006976744,1325415047,820000000,1004536497,765517241.4,1096551724,1196251553,737870454.7,983721953.4,992932485,1287954761,939683231.4,1198810237,733197556,1541033864,1450963992,1408064716,1788322080,1911400137,1071363969,987890177.7,1448715983,2665390597,3630088496,4351560317,5660456451,4055379599,3991194835,3577531587,5114847100,6199698500,1554727108,320539158,218154892.9,464821762.6,
British Virgin Islands,VGB,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,1315597882,1305814502,458562483.9,511970136.4,427617814.1,332970309.4,297716380,431345012.2,,,,,,,,,841930159.4,915089546.6,1026426801,1286528867,1784217422,2137625597,2401450914,2672286425,2686520590,3360860380,3727249276,4255721581,4562632501,5017401787,5073853534,5500000000
Vanuatu,VUT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Regions Clubbed Geographically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,3.64E+11,4.00E+11,,,4.48E+11,4.74E+11,5.20E+11,5.88E+11,6.27E+11,6.45E+11,7.00E+11,6.85E+11,7.17E+11,6.86E+11,6.95E+11,7.17E+11,7.16E+11,7.14E+11,6.96E+11,7.09E+11,7.30E+11,7.42E+11,8.02E+11,9.37E+11,1.06E+12,1.15E+12,1.19E+12,1.32E+12,1.49E+12,1.55E+12,1.63E+12,1.73E+12,1.74E+12,1.74E+12,1.74E+12,1.64E+12,1.63E+12,1.70E+12,1.78E+12
Samoa,WSM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927234.775,27227085.63,38578120.51,50968863.77,43390403.88,48597681.23,53575787.74,49984164.36,51937624.42,57262629.27,63344074.22
"Yemen, Rep.",YEM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807070715.5,1028217917,1306900026,1535457656,2353269332,805892377.9,416008632.4,397073042.4,384502730.3,395252957.3,473664032.5,540101498.8,737366548,807313244.1,735485127.9,815627464,822130536.1,1050499364,1196411766,1420775264,1448153377,1612254443,1618840127,1648750524,1714830844,,,,
South Africa,ZAF,Country,Military expenditure (current USD),69999972,113749954.5,186199925.5,188999924.4,271599891.4,289449884.2,324449870.2,373099850.8,399699840.1,425599829.8,417899832.8,485866527.2,492386546.2,752926325.6,1102318401,1431695127,1677275419,2073738018,2067988017,2160867340,2661671165,3011979548,2744699858,3052688269,2770152107,2117406345,2497888430,3595968625,4263086823,4181886467,4364458204,3874415135,3677406461,3254313379,3478582291,3292446562,2591787131,2414137710,1905656009,1738036625,1891725013,1802262236,1766082898,2574176278,3099065125,3566963815,3506139658,3525684244,3285925081,3592687702,4188168092,4594154078,4489590096,4118208483,3892469155,3488867948,3169756001,3638936588,3639879165
Zambia,ZMB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,81624098.96,53190811.69,61629720.93,66915490.04,86740656.33,167587250.3,139324047.3,86247306.22,97756279.98,51128294.49,62869469.99,55265536.34,37835913.57,43362495.25,,56113432.89,,,,,98349404.04,139509353.6,205852231.6,232278664.4,278055135.8,220962285.8,280187778.6,309113764.2,346301423.1,381345802.1,443604396,372447569.8,299504759.9,339664531.4,378025431
Zimbabwe,ZWE,Country,Military expenditure (current USD),,,,,,15600000,16950000,19000000,30600000,42350000,45950000,49850000,58450000,86900000,118550000,148600000,199800000,285350000,347750000,441150000,442750000,389700000,437450000,431750000,360650000,309300000,342200000,392600000,407050000,408600000,416300000,376050000,296350000,249800000,247900000,262900000,291650000,311400000,306000000,263400000,346300000,286700000,677000000,194800000,256100000,131400000,161700000,,,,98293000,198438000,318272000,356700000,368100000,376677000,358065000,340522000,420364000
